file	RefSeq_assembly_accession	species_taxid	organism_name	infraspecific_name	species	genus	family	order	class	phylum	superkingdom
GCF_000233575.1_ASM23357v1_genomic.gbff	GCF_000233575.1	1307	Streptococcus suis A7	strain=A7	Streptococcus suis	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
GCF_000382985.1_ASM38298v1_genomic.gbff	GCF_000382985.1	1280	Staphylococcus aureus subsp. aureus ST228	strain=ST228	Staphylococcus aureus	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria
GCF_000383005.1_ASM38300v1_genomic.gbff	GCF_000383005.1	1280	Staphylococcus aureus subsp. aureus ST228	strain=ST228	Staphylococcus aureus	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria
GCF_000385525.1_ASM38552v1_genomic.gbff	GCF_000385525.1	57975	Burkholderia thailandensis MSMB121	strain=MSMB121	Burkholderia thailandensis	Burkholderia	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_000967345.1_ASM96734v1_genomic.gbff	GCF_000967345.1	1280	Staphylococcus aureus subsp. aureus ST228	strain=ST228	Staphylococcus aureus	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria
GCF_000967365.1_ASM96736v1_genomic.gbff	GCF_000967365.1	1280	Staphylococcus aureus subsp. aureus ST228	strain=ST228	Staphylococcus aureus	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria
GCF_000967385.1_ASM96738v1_genomic.gbff	GCF_000967385.1	1280	Staphylococcus aureus subsp. aureus ST228	strain=ST228	Staphylococcus aureus	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria
GCF_000967405.1_ASM96740v1_genomic.gbff	GCF_000967405.1	1280	Staphylococcus aureus subsp. aureus ST228	strain=ST228	Staphylococcus aureus	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria
GCF_000967425.1_ASM96742v1_genomic.gbff	GCF_000967425.1	1125847	Pseudorhizobium banfieldiae	strain=NT-26	Pseudorhizobium banfieldiae	Pseudorhizobium	Rhizobiaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria
GCF_000234825.3_ASM23482v3_genomic.gbff	GCF_000234825.3	1245	Leuconostoc mesenteroides subsp. mesenteroides J18	strain=J18	Leuconostoc mesenteroides	Leuconostoc	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
GCF_000224985.1_ASM22498v1_genomic.gbff	GCF_000224985.1	1623	Lactobacillus ruminis ATCC 27782	strain=ATCC 27782	Ligilactobacillus ruminis	Ligilactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
GCF_000236455.2_ASM23645v2_genomic.gbff	GCF_000236455.2	1598	Limosilactobacillus reuteri subsp. suis	strain=ATCC 53608	Limosilactobacillus reuteri	Limosilactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
GCF_011764565.1_ASM1176456v1_genomic.gbff	GCF_011764565.1	624315	Phytohabitans suffuscus	strain=NBRC 105367	Phytohabitans suffuscus	Phytohabitans	Micromonosporaceae	Micromonosporales	Actinomycetia	Actinobacteria	Bacteria
GCF_003692695.1_ASM369269v1_genomic.gbff	GCF_003692695.1	573	Klebsiella pneumoniae	strain=2e	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_000759485.1_ASM75948v1_genomic.gbff	GCF_000759485.1	196	Campylobacter fetus subsp. fetus 04/554	strain=04/554	Campylobacter fetus	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
GCF_000828635.1_ASM82863v1_genomic.gbff	GCF_000828635.1	748811	Sulfuritalea hydrogenivorans sk43H	strain=DSM 22779	Sulfuritalea hydrogenivorans	Sulfuritalea	Sterolibacteriaceae	Nitrosomonadales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_002007065.3_ASM200706v3_genomic.gbff	GCF_002007065.3	1179672	Flavobacterium sp. KBS0721	strain=KBS0721	Flavobacterium sp. KBS0721	Flavobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria
GCF_000441555.1_ASM44155v1_genomic.gbff	GCF_000441555.1	669502	Candidatus Profftella armatura	strain=DC	Candidatus Profftella armatura	Candidatus Profftella			Betaproteobacteria	Proteobacteria	Bacteria
GCF_003590755.1_ASM359075v1_genomic.gbff	GCF_003590755.1	28901	Salmonella enterica subsp. enterica serovar Dublin	strain=USMARC-69838	Salmonella enterica	Salmonella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_002356455.1_ASM235645v1_genomic.gbff	GCF_002356455.1	856	Fusobacterium varium	strain=Fv113-g1	Fusobacterium varium	Fusobacterium	Fusobacteriaceae	Fusobacteriales	Fusobacteriia	Fusobacteria	Bacteria
GCF_002848225.1_ASM284822v1_genomic.gbff	GCF_002848225.1	562	Escherichia coli	strain=DH5alpha	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_003627835.1_ASM362783v1_genomic.gbff	GCF_003627835.1	1280	Staphylococcus aureus	strain=O326	Staphylococcus aureus	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria
GCF_005014075.1_ASM501407v1_genomic.gbff	GCF_005014075.1	562	Escherichia coli O104:H4	strain=FWSEC0009	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_005080685.1_ASM508068v1_genomic.gbff	GCF_005080685.1	303	Pseudomonas putida	strain=1290	Pseudomonas putida	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_008033135.1_ASM803313v1_genomic.gbff	GCF_008033135.1	682798	Chitinolyticbacter meiyuanensis	strain=SYBC-H1	Chitinolyticbacter meiyuanensis	Chitinolyticbacter	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_001483965.1_ASM148396v1_genomic.gbff	GCF_001483965.1	1564681	Carnobacterium sp. CP1	strain=CP1	Carnobacterium sp. CP1	Carnobacterium	Carnobacteriaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
GCF_900236485.1_Bru_genome24_genomic.gbff	GCF_900236485.1	29459	Brucella melitensis		Brucella melitensis	Brucella	Brucellaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria
GCF_900236515.1_Bru_genome43_genomic.gbff	GCF_900236515.1	29459	Brucella melitensis		Brucella melitensis	Brucella	Brucellaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria
GCF_002243625.1_ASM224362v1_genomic.gbff	GCF_002243625.1	33936	Aeribacillus pallidus	strain=KCTC3564	Aeribacillus pallidus	Aeribacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria
GCF_001548415.1_ASM154841v1_genomic.gbff	GCF_001548415.1	1280	Staphylococcus aureus	strain=MI	Staphylococcus aureus	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria
GCF_004214815.1_ASM421481v1_genomic.gbff	GCF_004214815.1	544718	Arcobacter thereius LMG 24486	strain=LMG 24486	Aliarcobacter thereius	Aliarcobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
GCF_000284155.1_ASM28415v1_genomic.gbff	GCF_000284155.1	787	Rickettsia australis str. Cutlack	strain=Cutlack	Rickettsia australis	Rickettsia	Rickettsiaceae	Rickettsiales	Alphaproteobacteria	Proteobacteria	Bacteria
GCF_000284255.1_ASM28425v1_genomic.gbff	GCF_000284255.1	28068	Rubrivivax gelatinosus IL144	strain=IL144	Rubrivivax gelatinosus	Rubrivivax		Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_000284475.1_ASM28447v1_genomic.gbff	GCF_000284475.1	813	Chlamydia trachomatis A2497	strain=A2497	Chlamydia trachomatis	Chlamydia	Chlamydiaceae	Chlamydiales	Chlamydiia	Chlamydiae	Bacteria
GCF_000235585.1_ASM23558v1_genomic.gbff	GCF_000235585.1	159743	Paenibacillus terrae HPL-003	strain=HPL-003	Paenibacillus terrae	Paenibacillus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria
GCF_000239975.1_ASM23997v1_genomic.gbff	GCF_000239975.1	299767	Enterobacter ludwigii	strain=EcWSU1	Enterobacter ludwigii	Enterobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_010978155.1_ASM1097815v1_genomic.gbff	GCF_010978155.1	173	Leptospira interrogans serovar Copenhageni	strain=SK1	Leptospira interrogans	Leptospira	Leptospiraceae	Leptospirales	Spirochaetia	Spirochaetes	Bacteria
GCF_000226155.1_ASM22615v1_genomic.gbff	GCF_000226155.1	287	Pseudomonas aeruginosa M18	strain=M18	Pseudomonas aeruginosa	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_003516005.1_ASM351600v1_genomic.gbff	GCF_003516005.1	470	Acinetobacter baumannii	strain=7847	Acinetobacter baumannii	Acinetobacter	Moraxellaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_002158885.1_ASM215888v1_genomic.gbff	GCF_002158885.1	1596	Lactobacillus gasseri	strain=4M13	Lactobacillus gasseri	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
GCF_000230655.2_ASM23065v3_genomic.gbff	GCF_000230655.2	2336	Thermotoga maritima MSB8	strain=MSB8	Thermotoga maritima	Thermotoga	Thermotogaceae	Thermotogales	Thermotogae	Thermotogae	Bacteria
GCF_001687065.1_ASM168706v1_genomic.gbff	GCF_001687065.1	1868325	Prosthecochloris sp. CIB 2401	strain=CIB2401	Prosthecochloris sp. CIB 2401	Prosthecochloris	Chlorobiaceae	Chlorobiales	Chlorobia	Chlorobi	Bacteria
GCF_000226605.1_ASM22660v1_genomic.gbff	GCF_000226605.1	813	Chlamydia trachomatis A2497	strain=A2497	Chlamydia trachomatis	Chlamydia	Chlamydiaceae	Chlamydiales	Chlamydiia	Chlamydiae	Bacteria
GCF_012222965.1_ASM1222296v1_genomic.gbff	GCF_012222965.1	1085647	Allofrancisella inopinata	strain=SYSU YG23	Allofrancisella inopinata	Allofrancisella	Francisellaceae	Thiotrichales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_012224145.1_ASM1222414v1_genomic.gbff	GCF_012224145.1	1395624	Francisella sp. LA112445	strain=LA11-2445	Francisella sp. LA112445	Francisella	Francisellaceae	Thiotrichales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_001275545.2_ASM127554v2_genomic.gbff	GCF_001275545.2	1311	Streptococcus agalactiae	strain=SG-M1	Streptococcus agalactiae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
GCF_001654435.1_ASM165443v1_genomic.gbff	GCF_001654435.1	53408	Pseudomonas citronellolis	strain=SJTE-3	Pseudomonas citronellolis	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_000282715.1_ASM28271v1_genomic.gbff	GCF_000282715.1	33910	Amycolatopsis mediterranei S699	strain=S699	Amycolatopsis mediterranei	Amycolatopsis	Pseudonocardiaceae	Pseudonocardiales	Actinomycetia	Actinobacteria	Bacteria
GCF_000299455.1_ASM29945v1_genomic.gbff	GCF_000299455.1	562	Escherichia coli O104:H4 str. 2011C-3493	strain=2011C-3493	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_000259175.1_ASM25917v1_genomic.gbff	GCF_000259175.1	588	Providencia stuartii MRSN 2154	strain=MRSN 2154	Providencia stuartii	Providencia	Morganellaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_000241875.1_ASM24187v1_genomic.gbff	GCF_000241875.1	1717	Corynebacterium diphtheriae 31A	strain=31A	Corynebacterium diphtheriae	Corynebacterium	Corynebacteriaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria
GCF_000227465.1_ASM22746v1_genomic.gbff	GCF_000227465.1	96241	Bacillus subtilis subsp. spizizenii TU-B-10	strain=TU-B-10	Bacillus spizizenii	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria
GCF_000233775.1_ASM23377v1_genomic.gbff	GCF_000233775.1	336261	Thermovirga lienii DSM 17291	strain=DSM 17291	Thermovirga lienii	Thermovirga	Synergistaceae	Synergistales	Synergistia	Synergistetes	Bacteria
GCF_000767505.1_ASM76750v1_genomic.gbff	GCF_000767505.1	1314	Streptococcus pyogenes	strain=7F7	Streptococcus pyogenes	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
GCF_001885255.2_ASM188525v2_genomic.gbff	GCF_001885255.2	573	Klebsiella pneumoniae	strain=Kp_Goe_822579	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_014844295.1_ASM1484429v1_genomic.gbff	GCF_014844295.1	996	Flavobacterium columnare	strain=F2S17	Flavobacterium columnare	Flavobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria
GCF_000832145.1_ASM83214v1_genomic.gbff	GCF_000832145.1	126738	Thermotoga sp. RQ7	strain=RQ7	Thermotoga sp. RQ7	Thermotoga	Thermotogaceae	Thermotogales	Thermotogae	Thermotogae	Bacteria
GCF_002847015.1_ASM284701v1_genomic.gbff	GCF_002847015.1	104623	Serratia sp. ATCC 39006	strain=LacA	Serratia sp. ATCC 39006	Serratia	Yersiniaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_003718355.1_ASM371835v1_genomic.gbff	GCF_003718355.1	28901	Salmonella enterica subsp. enterica serovar Typhi	strain=343078_273110	Salmonella enterica	Salmonella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_013334145.1_ASM1333414v1_genomic.gbff	GCF_013334145.1	1089444	Dickeya solani	strain=IFB0231	Dickeya solani	Dickeya	Pectobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_013334185.1_ASM1333418v1_genomic.gbff	GCF_013334185.1	1089444	Dickeya solani	strain=IFB0421	Dickeya solani	Dickeya	Pectobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_013340745.1_ASM1334074v1_genomic.gbff	GCF_013340745.1	1428	Bacillus thuringiensis	strain=HER1410	Bacillus thuringiensis	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria
GCF_017161605.1_ASM1716160v1_genomic.gbff	GCF_017161605.1	158836	Enterobacter hormaechei	strain=RIVM_C034192	Enterobacter hormaechei	Enterobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_000258405.1_ASM25840v1_genomic.gbff	GCF_000258405.1	591197	Ignavibacterium album JCM 16511	strain=JCM 16511	Ignavibacterium album	Ignavibacterium	Ignavibacteriaceae	Ignavibacteriales	Ignavibacteria	Ignavibacteriae	Bacteria
GCF_000284575.1_ASM28457v1_genomic.gbff	GCF_000284575.1	1309	Streptococcus mutans LJ23	strain=LJ23	Streptococcus mutans	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
GCF_000306675.2_ASM30667v3_genomic.gbff	GCF_000306675.2	1137606	Leptospira mayottensis 200901116	strain=200901116	Leptospira mayottensis	Leptospira	Leptospiraceae	Leptospirales	Spirochaetia	Spirochaetes	Bacteria
GCF_000283995.1_ASM28399v1_genomic.gbff	GCF_000283995.1	1105106	Rickettsia philipii str. 364D	strain=364D	Rickettsia philipii	Rickettsia	Rickettsiaceae	Rickettsiales	Alphaproteobacteria	Proteobacteria	Bacteria
GCF_000242895.2_ASM24289v3_genomic.gbff	GCF_000242895.2	666686	Bacillus sp. 1NLA3E	strain=1NLA3E	Bacillus sp. 1NLA3E	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria
GCF_000231385.2_ASM23138v3_genomic.gbff	GCF_000231385.2	79209	Desulfosporosinus meridiei DSM 13257	strain=DSM 13257	Desulfosporosinus meridiei	Desulfosporosinus	Peptococcaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
GCF_003609735.1_ASM360973v1_genomic.gbff	GCF_003609735.1	29553	Mycoplasma bovirhinis	strain=HAZ141_2	Mycoplasma bovirhinis	Mycoplasmopsis	Mycoplasmataceae	Mycoplasmatales	Mollicutes	Tenericutes	Bacteria
GCF_000968715.2_ASM96871v2_genomic.gbff	GCF_000968715.2	1609967	Halomonas sp. HG01	strain=HG01	Halomonas sp. HG01	Halomonas	Halomonadaceae	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_000759535.1_ASM75953v1_genomic.gbff	GCF_000759535.1	157783	Pseudomonas cremoricolorata	strain=ND07	Pseudomonas cremoricolorata	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_000271665.2_ASM27166v2_genomic.gbff	GCF_000271665.2	365349	Pelosinus fermentans JBW45	strain=JBW45	Pelosinus fermentans	Pelosinus	Sporomusaceae	Selenomonadales	Negativicutes	Firmicutes	Bacteria
GCF_000281535.2_ASM28153v2_genomic.gbff	GCF_000281535.2	573	Klebsiella pneumoniae subsp. pneumoniae KPNIH1	strain=KPNIH1	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_000279145.1_ASM27914v1_genomic.gbff	GCF_000279145.1	1134405	Melioribacter roseus P3M-2	strain=P3M-2	Melioribacter roseus	Melioribacter	Melioribacteraceae	Ignavibacteriales	Ignavibacteria	Ignavibacteriae	Bacteria
GCF_002073215.2_ASM207321v2_genomic.gbff	GCF_002073215.2	480	Moraxella catarrhalis	strain=FDAARGOS_213	Moraxella catarrhalis	Moraxella	Moraxellaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_000462955.1_ASM46295v1_genomic.gbff	GCF_000462955.1	1280	Staphylococcus aureus subsp. aureus 6850	strain=6850	Staphylococcus aureus	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria
GCF_000341385.1_ASM34138v1_genomic.gbff	GCF_000341385.1	33047	Bartonella vinsonii subsp. berkhoffii str. Winnie	strain=Winnie	Bartonella vinsonii	Bartonella	Bartonellaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria
GCF_000341395.1_ASM34139v1_genomic.gbff	GCF_000341395.1	65555	Desulfocapsa sulfexigens DSM 10523	strain=DSM 10523	Desulfocapsa sulfexigens	Desulfocapsa	Desulfobulbaceae	Desulfobacterales	Deltaproteobacteria	Proteobacteria	Bacteria
GCF_000661895.1_ASM66189v1_genomic.gbff	GCF_000661895.1	42256	Rubrobacter radiotolerans	strain=RSPS-4	Rubrobacter radiotolerans	Rubrobacter	Rubrobacteraceae	Rubrobacterales	Rubrobacteria	Actinobacteria	Bacteria
GCF_000800295.1_ASM80029v1_genomic.gbff	GCF_000800295.1	33033	Parvimonas micra	strain=KCOM 1535 (=ChDC B708)	Parvimonas micra	Parvimonas	Peptoniphilaceae	Tissierellales	Tissierellia	Firmicutes	Bacteria
GCF_000233715.2_ASM23371v3_genomic.gbff	GCF_000233715.2	102134	Desulfallas gibsoniae DSM 7213	strain=DSM 7213	Desulfallas gibsoniae	Desulfallas	Peptococcaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
GCF_002211785.1_ASM221178v1_genomic.gbff	GCF_002211785.1	549298	Francisella halioticida	strain=DSM 23729	Francisella halioticida	Francisella	Francisellaceae	Thiotrichales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_001421015.2_ASM142101v2_genomic.gbff	GCF_001421015.2	1616788	Paenibacillus bovis	strain=BD3526	Paenibacillus bovis	Paenibacillus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria
GCF_001294565.1_ASM129456v1_genomic.gbff	GCF_001294565.1	615	Serratia marcescens	strain=SmUNAM836	Serratia marcescens	Serratia	Yersiniaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_000419405.1_ASM41940v1_genomic.gbff	GCF_000419405.1	470	Acinetobacter baumannii BJAB0715	strain=BJAB0715	Acinetobacter baumannii	Acinetobacter	Moraxellaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_000419425.1_ASM41942v1_genomic.gbff	GCF_000419425.1	470	Acinetobacter baumannii BJAB0868	strain=BJAB0868	Acinetobacter baumannii	Acinetobacter	Moraxellaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_000422045.1_ASM42204v1_genomic.gbff	GCF_000422045.1	1314	Streptococcus pyogenes HSC5	strain=HSC5	Streptococcus pyogenes	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
GCF_000236215.2_ASM23621v4_genomic.gbff	GCF_000236215.2	95486	Burkholderia cenocepacia H111	strain=H111	Burkholderia cenocepacia	Burkholderia	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_000355765.4_ASM35576v4_genomic.gbff	GCF_000355765.4	1288494	Nitrosospira lacus	strain=APG3	Nitrosospira lacus	Nitrosospira	Nitrosomonadaceae	Nitrosomonadales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_000304215.1_ASM30421v1_genomic.gbff	GCF_000304215.1	1684	Bifidobacterium asteroides PRL2011	strain=PRL2011	Bifidobacterium asteroides	Bifidobacterium	Bifidobacteriaceae	Bifidobacteriales	Actinomycetia	Actinobacteria	Bacteria
GCF_003703795.1_ASM370379v1_genomic.gbff	GCF_003703795.1	562	Escherichia coli	strain=ECCHD184	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_000238195.1_ASM23819v1_genomic.gbff	GCF_000238195.1	36855	Brucella canis HSK A52141	strain=A52141	Brucella canis	Brucella	Brucellaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria
GCF_000238215.1_ASM23821v1_genomic.gbff	GCF_000238215.1	28112	Tannerella forsythia 92A2	strain=92A2	Tannerella forsythia	Tannerella	Tannerellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
GCF_000236585.1_ASM23658v1_genomic.gbff	GCF_000236585.1	1111069	Thermus sp. CCB_US3_UF1	strain=CCB_US3_UF1	Thermus sp. CCB_US3_UF1	Thermus	Thermaceae	Thermales	Deinococci	Deinococcus-Thermus	Bacteria
GCF_000236065.1_ASM23606v1_genomic.gbff	GCF_000236065.1	1097668	Burkholderia sp. YI23	strain=YI23	Burkholderia sp. YI23	Burkholderia	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_003606305.1_ASM360630v1_genomic.gbff	GCF_003606305.1	28025	Bifidobacterium animalis subsp. lactis	strain=HN019	Bifidobacterium animalis	Bifidobacterium	Bifidobacteriaceae	Bifidobacteriales	Actinomycetia	Actinobacteria	Bacteria
GCF_000344355.2_ASM34435v2_genomic.gbff	GCF_000344355.2	317	Pseudomonas syringae pv. actinidiae ICMP 18708	strain=ICMP 18708	Pseudomonas syringae	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_000344475.3_ASM34447v3_genomic.gbff	GCF_000344475.3	317	Pseudomonas syringae pv. actinidiae str. Shaanxi_M228	strain=Shaanxi_M228	Pseudomonas syringae	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_000277185.1_ASM27718v1_genomic.gbff	GCF_000277185.1	782	Rickettsia prowazekii str. Katsinyian	strain=Katsinyian	Rickettsia prowazekii	Rickettsia	Rickettsiaceae	Rickettsiales	Alphaproteobacteria	Proteobacteria	Bacteria
GCF_000277205.1_ASM27720v1_genomic.gbff	GCF_000277205.1	782	Rickettsia prowazekii str. BuV67-CWPP	strain=BuV67-CWPP	Rickettsia prowazekii	Rickettsia	Rickettsiaceae	Rickettsiales	Alphaproteobacteria	Proteobacteria	Bacteria
