organism_name,infraspecific_name,species,genus,family,order,class,phylum,superkingdom
Stappia indica,strain=PHM037,Stappia indica,Stappia,Stappiaceae,Hyphomicrobiales,Alphaproteobacteria,Proteobacteria,Bacteria
Starkeya novella DSM 506,strain=DSM 506,Starkeya novella,Starkeya,Xanthobacteraceae,Hyphomicrobiales,Alphaproteobacteria,Proteobacteria,Bacteria
Stella humosa,strain=ATCC 43930,Stella humosa,Stella,Acetobacteraceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria
Stenotrophomonas maltophilia,strain=FDAARGOS_92,Stenotrophomonas maltophilia,Stenotrophomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
Steroidobacter denitrificans,strain=DSM 18526,Steroidobacter denitrificans,Steroidobacter,Steroidobacteraceae,Nevskiales,Gammaproteobacteria,Proteobacteria,Bacteria
Stigmatella aurantiaca DW4/3-1,strain=DW4/3-1,Stigmatella aurantiaca,Stigmatella,Archangiaceae,Myxococcales,Deltaproteobacteria,Proteobacteria,Bacteria
Streptobacillus moniliformis,strain=FDAARGOS_310,Streptobacillus moniliformis,Streptobacillus,Leptotrichiaceae,Fusobacteriales,Fusobacteriia,Fusobacteria,Bacteria
Streptococcus mutans,strain=NBRC 13955,Streptococcus mutans,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
Streptomyces lincolnensis,strain=B48,Streptomyces lincolnensis,Streptomyces,Streptomycetaceae,Streptomycetales,Actinomycetia,Actinobacteria,Bacteria
Streptosporangium roseum DSM 43021,strain=DSM 43021,Streptosporangium roseum,Streptosporangium,Streptosporangiaceae,Streptosporangiales,Actinomycetia,Actinobacteria,Bacteria
Stygiolobus azoricus,strain=FC6,Stygiolobus azoricus,Stygiolobus,Sulfolobaceae,Sulfolobales,Thermoprotei,Crenarchaeota,Archaea
Succinivibrio dextrinosolvens,strain=Z6,Succinivibrio dextrinosolvens,Succinivibrio,Succinivibrionaceae,Aeromonadales,Gammaproteobacteria,Proteobacteria,Bacteria
Suicoccus acidiformans,strain=ZY16052,Suicoccus acidiformans,Suicoccus,Aerococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
Sulfitobacter pontiacus,strain=S1704,Sulfitobacter pontiacus,Sulfitobacter,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria
Sulfodiicoccus acidiphilus,strain=HS-1,Sulfodiicoccus acidiphilus,Sulfodiicoccus,Sulfolobaceae,Sulfolobales,Thermoprotei,Crenarchaeota,Archaea
Sulfolobus acidocaldarius,strain=Y14 20-20,Sulfolobus acidocaldarius,Sulfolobus,Sulfolobaceae,Sulfolobales,Thermoprotei,Crenarchaeota,Archaea
Sulfuracidifex tepidarius,strain=IC-007,Sulfuracidifex tepidarius,Sulfuracidifex,Sulfolobaceae,Sulfolobales,Thermoprotei,Crenarchaeota,Archaea
Sulfuricaulis limicola,strain=HA5,Sulfuricaulis limicola,Sulfuricaulis,Acidiferrobacteraceae,Acidiferrobacterales,Gammaproteobacteria,Proteobacteria,Bacteria
Sulfuricella denitrificans skB26,strain=skB26,Sulfuricella denitrificans,Sulfuricella,Sulfuricellaceae,Nitrosomonadales,Betaproteobacteria,Proteobacteria,Bacteria
Sulfuricurvum kujiense DSM 16994,strain=DSM 16994,Sulfuricurvum kujiense,Sulfuricurvum,Thiovulaceae,Campylobacterales,Epsilonproteobacteria,Proteobacteria,Bacteria
Sulfuriferula sp. AH1,strain=AH1,Sulfuriferula sp. AH1,Sulfuriferula,Sulfuricellaceae,Nitrosomonadales,Betaproteobacteria,Proteobacteria,Bacteria
Sulfuriflexus mobilis,strain=aks1,Sulfuriflexus mobilis,Sulfuriflexus,Granulosicoccaceae,Chromatiales,Gammaproteobacteria,Proteobacteria,Bacteria
Sulfurifustis variabilis,strain=skN76,Sulfurifustis variabilis,Sulfurifustis,Acidiferrobacteraceae,Acidiferrobacterales,Gammaproteobacteria,Proteobacteria,Bacteria
Sulfurihydrogenibium sp. YO3AOP1,strain=YO3AOP1,Sulfurihydrogenibium sp. YO3AOP1,Sulfurihydrogenibium,Hydrogenothermaceae,Aquificales,Aquificae,Aquificae,Bacteria
Sulfurimonas paralvinellae,strain=GO25,Sulfurimonas paralvinellae,Sulfurimonas,Thiovulaceae,Campylobacterales,Epsilonproteobacteria,Proteobacteria,Bacteria
Sulfurisphaera ohwakuensis,strain=TA-1,Sulfurisphaera ohwakuensis,Sulfurisphaera,Sulfolobaceae,Sulfolobales,Thermoprotei,Crenarchaeota,Archaea
Sulfuritalea hydrogenivorans sk43H,strain=DSM 22779,Sulfuritalea hydrogenivorans,Sulfuritalea,Sterolibacteriaceae,Nitrosomonadales,Betaproteobacteria,Proteobacteria,Bacteria
Sulfuritortus calidifontis,strain=J1A,Sulfuritortus calidifontis,Sulfuritortus,Thiobacillaceae,Nitrosomonadales,Betaproteobacteria,Proteobacteria,Bacteria
Sulfurivermis fontis,strain=JG42,Sulfurivermis fontis,Sulfurivermis,Thioalkalispiraceae,Chromatiales,Gammaproteobacteria,Proteobacteria,Bacteria
Sulfurospirillum multivorans,strain=N,Sulfurospirillum multivorans,Sulfurospirillum,Campylobacteraceae,Campylobacterales,Epsilonproteobacteria,Proteobacteria,Bacteria
Sulfurovum sp. NBC37-1,strain=NBC37-1,Sulfurovum sp. NBC37-1,Sulfurovum,Sulfurovaceae,Campylobacterales,Epsilonproteobacteria,Proteobacteria,Bacteria
Sutterella wadsworthensis,strain=FDAARGOS_1159,Sutterella wadsworthensis,Sutterella,Sutterellaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria
Swingsia samuiensis,strain=AH83,Swingsia samuiensis,Swingsia,Acetobacteraceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria
Symbiobacterium thermophilum IAM 14863,strain=IAM14863,Symbiobacterium thermophilum,Symbiobacterium,Symbiobacteriaceae,Eubacteriales,Clostridia,Firmicutes,Bacteria
Synechococcus sp. TAK9802,strain=TAK9802,Synechococcus sp. TAK9802,Synechococcus,Synechococcaceae,Synechococcales,,Cyanobacteria,Bacteria
Synechocystis sp. PCC 6803,strain=PCC 6803,Synechocystis sp. PCC 6803,Synechocystis,Merismopediaceae,Synechococcales,,Cyanobacteria,Bacteria
Syntrophobacter fumaroxidans MPOB,strain=MPOB,Syntrophobacter fumaroxidans,Syntrophobacter,Syntrophobacteraceae,Syntrophobacterales,Deltaproteobacteria,Proteobacteria,Bacteria
Syntrophobotulus glycolicus DSM 8271,strain=DSM 8271,Syntrophobotulus glycolicus,Syntrophobotulus,Peptococcaceae,Eubacteriales,Clostridia,Firmicutes,Bacteria
Syntrophomonas wolfei subsp. wolfei str. Goettingen G311,strain=Goettingen,Syntrophomonas wolfei,Syntrophomonas,Syntrophomonadaceae,Eubacteriales,Clostridia,Firmicutes,Bacteria
Syntrophotalea acetylenivorans,strain=SFB93,Syntrophotalea acetylenivorans,Syntrophotalea,Syntrophotaleaceae,Desulfuromonadales,Deltaproteobacteria,Proteobacteria,Bacteria
Syntrophothermus lipocalidus DSM 12680,strain=DSM 12680,Syntrophothermus lipocalidus,Syntrophothermus,Syntrophomonadaceae,Eubacteriales,Clostridia,Firmicutes,Bacteria
Syntrophus aciditrophicus SB,strain=SB,Syntrophus aciditrophicus,Syntrophus,Syntrophaceae,Syntrophobacterales,Deltaproteobacteria,Proteobacteria,Bacteria
Tamlana sp. s12,strain=s12,Tamlana sp. s12,Tamlana,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria
Tannerella forsythia KS16,strain=KS16,Tannerella forsythia,Tannerella,Tannerellaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria
Tardibacter chloracetimidivorans,strain=JJ-A5,Tardibacter chloracetimidivorans,Tardibacter,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria,Bacteria
Tardiphaga robiniae,strain=581,Tardiphaga robiniae,Tardiphaga,Bradyrhizobiaceae,Hyphomicrobiales,Alphaproteobacteria,Proteobacteria,Bacteria
Tateyamaria omphalii,strain=DOK1-4,Tateyamaria omphalii,Tateyamaria,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria
Tatlockia micdadei,strain=NZ2016,Tatlockia micdadei,Tatlockia,Legionellaceae,Legionellales,Gammaproteobacteria,Proteobacteria,Bacteria
Tatumella citrea,strain=DSM 13699,Tatumella citrea,Tatumella,Erwiniaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria
Taylorella equigenitalis ATCC 35865,strain=NCTC 11184,Taylorella equigenitalis,Taylorella,Alcaligenaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria
Tenacibaculum maritimum NCIMB 2154,,Tenacibaculum maritimum,Tenacibaculum,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria
Tepidanaerobacter acetatoxydans Re1,strain=Re1,Tepidanaerobacter acetatoxydans,Tepidanaerobacter,Tepidanaerobacteraceae,Thermosediminibacterales,Clostridia,Firmicutes,Bacteria
Teredinibacter turnerae T7901,strain=T7901,Teredinibacter turnerae,Teredinibacter,Cellvibrionaceae,Cellvibrionales,Gammaproteobacteria,Proteobacteria,Bacteria
Terribacillus goriensis,strain=MP602,Terribacillus goriensis,Terribacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria
Terriglobus albidus,strain=ORNL,Terriglobus albidus,Terriglobus,Acidobacteriaceae,Acidobacteriales,Acidobacteriia,Acidobacteria,Bacteria
Tessaracoccus sp. T2.5-30,strain=T2.5-30,Tessaracoccus sp. T2.5-30,Tessaracoccus,Propionibacteriaceae,Propionibacteriales,Actinomycetia,Actinobacteria,Bacteria
Tetragenococcus halophilus,strain=MJ4,Tetragenococcus halophilus,Tetragenococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
Tetrasphaera sp. HKS02,strain=HKS02,Tetrasphaera sp. HKS02,Tetrasphaera,Intrasporangiaceae,Micrococcales,Actinomycetia,Actinobacteria,Bacteria
Thalassobius gelatinovorus,strain=NEB572,Thalassobius gelatinovorus,Thalassobius,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria
Thalassococcus sp. S3,strain=S3,Thalassococcus sp. S3,Thalassococcus,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria
Thalassolituus oleivorans,strain=K188,Thalassolituus oleivorans,Thalassolituus,Oceanospirillaceae,Oceanospirillales,Gammaproteobacteria,Proteobacteria,Bacteria
Thalassospira indica,strain=PB8BT (=MCCC 1A01103T=LMG 29620T),Thalassospira indica,Thalassospira,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria
Thalassotalea crassostreae,strain=LPB0090,Thalassotalea crassostreae,Thalassotalea,Colwelliaceae,Alteromonadales,Gammaproteobacteria,Proteobacteria,Bacteria
Thauera aromatica K172,strain=K172,Thauera aromatica,Thauera,Zoogloeaceae,Rhodocyclales,Betaproteobacteria,Proteobacteria,Bacteria
Thermacetogenium phaeum DSM 12270,strain=DSM 12270,Thermacetogenium phaeum,Thermacetogenium,Thermoanaerobacteraceae,Thermoanaerobacterales,Clostridia,Firmicutes,Bacteria
Thermaerobacter marianensis DSM 12885,strain=DSM 12885,Thermaerobacter marianensis,Thermaerobacter,Clostridiales Family XVII. Incertae Sedis,Eubacteriales,Clostridia,Firmicutes,Bacteria
Thermanaerovibrio acidaminovorans DSM 6589,strain=DSM 6589,Thermanaerovibrio acidaminovorans,Thermanaerovibrio,Synergistaceae,Synergistales,Synergistia,Synergistetes,Bacteria
Thermincola potens JR,strain=JR,Thermincola potens,Thermincola,Peptococcaceae,Eubacteriales,Clostridia,Firmicutes,Bacteria
Thermoactinomyces vulgaris,strain=2H,Thermoactinomyces vulgaris,Thermoactinomyces,Thermoactinomycetaceae,Bacillales,Bacilli,Firmicutes,Bacteria
Thermoanaerobacter kivui,strain=LKT-1,Thermoanaerobacter kivui,Thermoanaerobacter,Thermoanaerobacteraceae,Thermoanaerobacterales,Clostridia,Firmicutes,Bacteria
Thermoanaerobacterium aotearoense,strain=SCUT27,Thermoanaerobacterium aotearoense,Thermoanaerobacterium,Thermoanaerobacterales Family III. Incertae Sedis,Thermoanaerobacterales,Clostridia,Firmicutes,Bacteria
Thermoanaerosceptrum fracticalcis,strain=DRI-13,Thermoanaerosceptrum fracticalcis,Thermoanaerosceptrum,Peptococcaceae,Eubacteriales,Clostridia,Firmicutes,Bacteria
Thermobacillus composti KWC4,strain=KWC4,Thermobacillus composti,Thermobacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria
Thermobaculum terrenum ATCC BAA-798,strain=ATCC BAA-798,Thermobaculum terrenum,Thermobaculum,,,,Chloroflexi,Bacteria
Thermobifida fusca,strain=UPMC 901,Thermobifida fusca,Thermobifida,Nocardiopsaceae,Streptosporangiales,Actinomycetia,Actinobacteria,Bacteria
Thermobispora bispora,strain=ZC4,Thermobispora bispora,Thermobispora,Streptosporangiaceae,Streptosporangiales,Actinomycetia,Actinobacteria,Bacteria
Thermochromatium tepidum ATCC 43061,strain=ATCC 43061,Thermochromatium tepidum,Thermochromatium,Chromatiaceae,Chromatiales,Gammaproteobacteria,Proteobacteria,Bacteria
Thermoclostridium stercorarium subsp. leptospartum DSM 9219,strain=DSM 9219,Thermoclostridium stercorarium,Thermoclostridium,Oscillospiraceae,Eubacteriales,Clostridia,Firmicutes,Bacteria
Thermococcus eurythermalis,strain=A501,Thermococcus eurythermalis,Thermococcus,Thermococcaceae,Thermococcales,Thermococci,Euryarchaeota,Archaea
Thermocrinis albus DSM 14484,strain=DSM 14484,Thermocrinis albus,Thermocrinis,Aquificaceae,Aquificales,Aquificae,Aquificae,Bacteria
Thermodesulfatator indicus DSM 15286,strain=DSM 15286,Thermodesulfatator indicus,Thermodesulfatator,Thermodesulfobacteriaceae,Thermodesulfobacteriales,Thermodesulfobacteria,Thermodesulfobacteria,Bacteria
Thermodesulfobacterium geofontis OPF15,strain=OPF15,Thermodesulfobacterium geofontis,Thermodesulfobacterium,Thermodesulfobacteriaceae,Thermodesulfobacteriales,Thermodesulfobacteria,Thermodesulfobacteria,Bacteria
Thermodesulfobium acidiphilum,strain=3127-1,Thermodesulfobium acidiphilum,Thermodesulfobium,Thermodesulfobiaceae,Thermoanaerobacterales,Clostridia,Firmicutes,Bacteria
Thermofilum pendens Hrk 5,strain=Hrk 5,Thermofilum pendens,Thermofilum,Thermofilaceae,Thermoproteales,Thermoprotei,Crenarchaeota,Archaea
Thermogladius calderae 1633,strain=1633,Thermogladius calderae,Thermogladius,Desulfurococcaceae,Desulfurococcales,Thermoprotei,Crenarchaeota,Archaea
Thermogutta terrifontis,strain=R1,Thermogutta terrifontis,Thermogutta,Thermoguttaceae,Pirellulales,Planctomycetia,Planctomycetes,Bacteria
Thermomicrobium roseum DSM 5159,strain=DSM 5159,Thermomicrobium roseum,Thermomicrobium,Thermomicrobiaceae,Thermomicrobiales,Thermomicrobia,Chloroflexi,Bacteria
Thermomonas brevis,strain=KACC 16975,Thermomonas brevis,Thermomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
Thermomonospora curvata DSM 43183,strain=DSM 43183,Thermomonospora curvata,Thermomonospora,Thermomonosporaceae,Streptosporangiales,Actinomycetia,Actinobacteria,Bacteria
Thermoplasma acidophilum DSM 1728,strain=DSM 1728,Thermoplasma acidophilum,Thermoplasma,Thermoplasmataceae,Thermoplasmatales,Thermoplasmata,Candidatus Thermoplasmatota,Archaea
Thermoproteus uzoniensis 768-20,strain=768-20,Thermoproteus uzoniensis,Thermoproteus,Thermoproteaceae,Thermoproteales,Thermoprotei,Crenarchaeota,Archaea
Thermosediminibacter oceani DSM 16646,strain=DSM 16646,Thermosediminibacter oceani,Thermosediminibacter,Thermosediminibacteraceae,Thermosediminibacterales,Clostridia,Firmicutes,Bacteria
Thermosipho sp. 1070,strain=1070,Thermosipho sp. 1070,Thermosipho,Fervidobacteriaceae,Thermotogales,Thermotogae,Thermotogae,Bacteria
Thermosphaera aggregans DSM 11486,strain=DSM 11486,Thermosphaera aggregans,Thermosphaera,Desulfurococcaceae,Desulfurococcales,Thermoprotei,Crenarchaeota,Archaea
Thermosulfidibacter takaii ABI70S6,strain=ABI70S6,Thermosulfidibacter takaii,Thermosulfidibacter,,Aquificales,Aquificae,Aquificae,Bacteria
Thermosulfurimonas marina,strain=SU872,Thermosulfurimonas marina,Thermosulfurimonas,Thermodesulfobacteriaceae,Thermodesulfobacteriales,Thermodesulfobacteria,Thermodesulfobacteria,Bacteria
Thermosulfuriphilus ammonigenes,strain=ST65,Thermosulfuriphilus ammonigenes,Thermosulfuriphilus,Thermodesulfobacteriaceae,Thermodesulfobacteriales,Thermodesulfobacteria,Thermodesulfobacteria,Bacteria
Thermosynechococcus elongatus PKUAC-SCTE542,strain=PKUAC-SCTE542,Thermosynechococcus elongatus,Thermosynechococcus,Synechococcaceae,Synechococcales,,Cyanobacteria,Bacteria
Thermotoga sp. 2812B,strain=2812B,Thermotoga sp. 2812B,Thermotoga,Thermotogaceae,Thermotogales,Thermotogae,Thermotogae,Bacteria
Thermotomaculum hydrothermale,strain=AC55,Thermotomaculum hydrothermale,Thermotomaculum,Thermotomaculaceae,Thermotomaculales,Holophagae,Acidobacteria,Bacteria
Thermovibrio ammonificans HB-1,strain=HB-1,Thermovibrio ammonificans,Thermovibrio,Desulfurobacteriaceae,Desulfurobacteriales,Aquificae,Aquificae,Bacteria
Thermovirga lienii DSM 17291,strain=DSM 17291,Thermovirga lienii,Thermovirga,Synergistaceae,Synergistales,Synergistia,Synergistetes,Bacteria
Thermus thermophilus,strain=AA2-20,Thermus thermophilus,Thermus,Thermaceae,Thermales,Deinococci,Deinococcus-Thermus,Bacteria
Thioalkalivibrio versutus,strain=D301,Thioalkalivibrio versutus,Thioalkalivibrio,Ectothiorhodospiraceae,Chromatiales,Gammaproteobacteria,Proteobacteria,Bacteria
Thiobacillus denitrificans ATCC 25259,strain=ATCC 25259,Thiobacillus denitrificans,Thiobacillus,Thiobacillaceae,Nitrosomonadales,Betaproteobacteria,Proteobacteria,Bacteria
Thioclava electrotropha,strain=Elox9,Thioclava electrotropha,Thioclava,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria
Thiocystis violascens DSM 198,strain=DSM 198,Thiocystis violascens,Thiocystis,Chromatiaceae,Chromatiales,Gammaproteobacteria,Proteobacteria,Bacteria
Candidatus Thiodictyon syntrophicum,strain=Cad16T,Candidatus Thiodictyon syntrophicum,Thiodictyon,Chromatiaceae,Chromatiales,Gammaproteobacteria,Proteobacteria,Bacteria
Thioflavicoccus mobilis 8321,strain=8321,Thioflavicoccus mobilis,Thioflavicoccus,Chromatiaceae,Chromatiales,Gammaproteobacteria,Proteobacteria,Bacteria
Thiohalobacter thiocyanaticus,strain=FOKN1,Thiohalobacter thiocyanaticus,Thiohalobacter,,Chromatiales,Gammaproteobacteria,Proteobacteria,Bacteria
Thiolapillus brandeum,strain=Hiromi 1,Thiolapillus brandeum,Thiolapillus,,,Gammaproteobacteria,Proteobacteria,Bacteria
Thiomicrospira sp. S5,strain=S5,Thiomicrospira sp. S5,Thiomicrospira,Piscirickettsiaceae,Thiotrichales,Gammaproteobacteria,Proteobacteria,Bacteria
Thiomonas intermedia K12,strain=K12,Thiomonas intermedia,Thiomonas,,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria
Thiospirochaeta perfilievii,strain=P,Thiospirochaeta perfilievii,Thiospirochaeta,Spirochaetaceae,Spirochaetales,Spirochaetia,Spirochaetes,Bacteria
Thiothrix sp.,strain=A52,Thiothrix sp.,Thiothrix,Thiotrichaceae,Thiotrichales,Gammaproteobacteria,Proteobacteria,Bacteria
Tistrella mobilis KA081020-065,strain=KA081020-065,Tistrella mobilis,Tistrella,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria
Tolumonas auensis DSM 9187,strain=DSM 9187,Tolumonas auensis,Tolumonas,Aeromonadaceae,Aeromonadales,Gammaproteobacteria,Proteobacteria,Bacteria
Treponema phagedenis,strain=S2.3,Treponema phagedenis,Treponema,Spirochaetaceae,Spirochaetales,Spirochaetia,Spirochaetes,Bacteria
Trichodesmium erythraeum IMS101,strain=IMS101,Trichodesmium erythraeum,Trichodesmium,Microcoleaceae,Oscillatoriales,,Cyanobacteria,Bacteria
Trichormus variabilis 0441,strain=0441,Trichormus variabilis,Trichormus,Nostocaceae,Nostocales,,Cyanobacteria,Bacteria
Tropheryma whipplei str. Twist,strain=Twist,Tropheryma whipplei,Tropheryma,Tropherymataceae,Micrococcales,Actinomycetia,Actinobacteria,Bacteria
Truepera radiovictrix DSM 17093,strain=DSM 17093,Truepera radiovictrix,Truepera,Trueperaceae,Trueperales,Deinococci,Deinococcus-Thermus,Bacteria
Trueperella pyogenes,strain=Arash114,Trueperella pyogenes,Trueperella,Actinomycetaceae,Actinomycetales,Actinomycetia,Actinobacteria,Bacteria
Tsukamurella tyrosinosolvens,strain=MH1,Tsukamurella tyrosinosolvens,Tsukamurella,Tsukamurellaceae,Corynebacteriales,Actinomycetia,Actinobacteria,Bacteria
Tsuneonella dongtanensis,strain=KCTC 22672,Tsuneonella dongtanensis,Tsuneonella,Erythrobacteraceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria,Bacteria
Tumebacillus algifaecis,strain=THMBR28,Tumebacillus algifaecis,Tumebacillus,Alicyclobacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria
Turicibacter sanguinis,strain=MOL361,Turicibacter sanguinis,Turicibacter,Turicibacteraceae,Erysipelotrichales,Erysipelotrichia,Firmicutes,Bacteria
Turneriella parva DSM 21527,strain=DSM 21527,Turneriella parva,Turneriella,Leptospiraceae,Leptospirales,Spirochaetia,Spirochaetes,Bacteria
Tuwongella immobilis,,Tuwongella immobilis,Tuwongella,Gemmataceae,Gemmatales,Planctomycetia,Planctomycetes,Bacteria
Undibacterium parvum,strain=DSM 23061,Undibacterium parvum,Undibacterium,Oxalobacteraceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria
Ureaplasma urealyticum,strain=315,Ureaplasma urealyticum,Ureaplasma,Mycoplasmataceae,Mycoplasmatales,Mollicutes,Tenericutes,Bacteria
Urechidicola croceus,strain=LPB0138,Urechidicola croceus,Urechidicola,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria
Ureibacillus thermosphaericus,strain=A1,Ureibacillus thermosphaericus,Ureibacillus,Planococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
Vagococcus teuberi,strain=DSM 21459,Vagococcus teuberi,Vagococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
Variibacter gotjawalensis,strain=GJW-30,Variibacter gotjawalensis,Variibacter,Bradyrhizobiaceae,Hyphomicrobiales,Alphaproteobacteria,Proteobacteria,Bacteria
Variovorax sp. PBL-H6,,Variovorax sp. PBL-H6,Variovorax,Comamonadaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria
Veillonella dispar,strain=NCTC11831,Veillonella dispar,Veillonella,Veillonellaceae,Veillonellales,Negativicutes,Firmicutes,Bacteria
Verminephrobacter eiseniae EF01-2,strain=EF01-2,Verminephrobacter eiseniae,Verminephrobacter,Comamonadaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria
